cid1_model,cid2_model,textmining
19686,133673,736
19686,121763,733
19686,134387,741
19686,141089,736
158394,59425,742
43407,66438,736
148626,135991,821
148626,51313,821
148626,45987,755
148626,67391,949
148626,28065,764
179147,80200,809
183594,38536,750
183594,122422,750
183594,124519,713
183594,64793,712
183594,126908,717
173202,114086,739
173202,153515,816
126611,13627,737
126611,179760,739
23221,145686,740
156489,66235,922
156489,180251,842
156489,54246,730
156489,137763,850
156489,144704,731
156489,173864,713
156489,162958,794
156489,96850,997
55236,125118,814
337,66446,734
100311,173869,857
100311,81317,757
100311,151592,808
100311,117137,714
100311,115118,772
100311,24750,839
97429,13814,763
97429,148185,739
7059,135154,740
84122,122310,739
149135,15678,701
149135,108361,722
149135,55888,810
149135,73934,854
149135,74241,730
149135,60482,735
149135,53166,827
149135,134751,850
68966,53378,741
68966,121161,747
173060,58728,766
173060,106524,784
173060,123867,884
173060,88950,740
134733,64435,752
171054,4924,821
122993,166249,761
53833,140,748
53833,43672,810
53833,103715,867
53833,90509,953
53833,117436,733
104586,114543,785
104586,82854,844
104586,23504,785
53103,104005,711
160729,131648,731
48604,42648,821
48604,63973,742
48604,161464,818
48604,20698,739
173250,166312,820
5798,66342,820
181171,131929,788
181171,137701,733
181171,2270,720
181171,10902,743
181171,59974,848
52662,129915,741
52662,168959,734
52662,147177,781
122783,10880,762
47319,166061,760
126723,80263,767
58751,139081,738
58751,155761,766
58751,18209,740
176683,166249,820
149348,180891,841
149348,22909,904
123451,27776,743
141583,138197,777
30742,166249,763
121546,124928,764
121546,26075,765
30310,129805,902
50723,166249,822
145945,104003,842
62201,148413,755
173899,118071,758
4924,95315,746
4924,85477,765
4924,11579,762
4924,171054,821
4924,84534,735
4924,91911,739
4924,95993,711
50204,70765,884
50204,24968,874
50204,10612,717
50204,91860,866
50204,66270,966
50204,15660,758
50204,19465,702
50204,124952,975
50204,120621,736
50204,181248,958
50204,103783,702
50204,172428,702
50204,27397,974
50204,16873,941
50204,60543,922
50204,80443,717
14845,366,761
14845,144304,761
137870,48409,921
137870,103956,763
137870,113631,750
137870,77055,760
137870,68700,759
137870,109340,789
137870,106150,773
137870,20109,740
137870,182909,759
137870,146065,730
181188,177949,741
25385,169647,753
25385,80241,746
16551,88202,820
16551,85359,738
16551,76354,820
86265,131122,751
108854,139640,710
172519,122690,739
61691,34854,748
61691,82407,820
61691,83558,745
61691,14317,726
61691,87979,732
61691,119632,739
61691,130407,742
61691,130816,820
96977,26421,766
96977,55952,740
96977,129083,762
96977,133832,739
156524,166330,784
156524,108954,820
156524,77638,916
156524,152570,731
156524,136222,702
156524,155950,866
40525,78800,740
95216,30335,742
95216,170317,803
41288,25862,832
41288,68634,714
41288,95251,776
41288,17188,787
35097,102928,862
116789,175044,750
116789,149573,764
116789,134505,749
145823,3481,710
7563,41841,789
7563,100180,776
182374,159721,744
169988,95218,849
169988,75239,785
48723,34648,733
80156,105718,722
35858,120985,739
69101,37584,821
69101,164083,822
15632,144627,764
15632,20211,740
15632,67331,738
479,39577,820
479,137502,822
62459,179968,739
113269,145584,736
130841,101605,820
47996,122295,822
47996,9120,740
47996,22790,946
47996,56581,765
47996,91480,761
47996,118704,822
47996,3774,821
47996,111077,767
47996,167205,734
47996,20901,881
47996,33731,724
47996,175400,764
47996,89078,740
87365,132777,740
153285,15813,739
12994,45251,732
101116,48355,742
101116,2855,804
101116,62521,724
101116,32624,945
101116,82767,814
101116,125485,751
101116,137549,739
101116,69720,765
101116,78101,751
101116,48226,745
101116,69638,724
101116,179937,761
101116,108272,793
101116,110320,812
169955,88033,737
169955,95815,735
169955,124357,767
169955,72502,747
169955,123107,946
169955,65170,882
169955,130605,707
169955,25825,719
56581,22790,765
56581,47996,765
56581,3774,743
66463,55436,881
66463,29514,733
66463,127550,818
66463,65392,900
66463,25641,835
66463,52894,883
167196,87386,767
3816,2358,762
11836,99153,933
11836,154757,892
11836,15968,931
58973,130523,759
103646,159442,872
104848,172024,702
175920,22790,739
122856,138488,716
135474,28049,820
135474,81324,822
135474,158368,843
135474,184123,882
135474,158694,821
135474,94772,843
135474,147328,945
4467,109734,763
127004,11726,700
1173,174484,746
105877,47344,740
105877,33205,822
118129,148452,922
118129,91098,714
118129,103970,976
118129,41565,734
118129,112210,733
118129,129413,912
173625,178626,763
173625,21486,743
111173,74077,740
111173,139991,820
104430,33597,737
107122,95956,732
12774,110389,822
21822,83507,959
4668,66795,836
4668,159846,955
4668,7344,817
1649,80214,744
1649,139932,820
87925,158748,995
87925,61586,820
111482,47650,828
111482,123,730
81785,1264,744
81785,27330,820
81785,157691,734
184138,131060,711
184138,96379,714
184138,18025,711
184138,11373,729
184138,31872,750
184138,135760,712
184138,69900,760
61605,106156,801
61605,63629,791
61605,17275,877
61605,35417,905
61605,120857,791
61605,129282,711
61605,175521,865
61605,2262,956
157023,85720,740
157023,61443,779
157023,48736,727
157023,20569,813
157023,141625,776
157023,124197,822
157023,12155,763
157023,104079,838
157023,32584,827
183811,18787,737
82344,175658,741
111236,43646,738
111236,105058,821
104628,166435,819
104628,148534,741
80263,34486,929
80263,177657,745
80263,70740,710
80263,41166,860
80263,105619,971
80263,132001,767
80263,126723,767
80263,169262,700
80263,73233,776
80263,146390,710
80263,63682,925
148534,166435,740
148534,104628,741
63738,151487,821
127613,4929,764
127613,98643,822
127613,89831,762
127613,68290,711
127613,141045,792
127494,104046,764
127494,8368,737
127494,165016,821
127494,82187,716
55006,22606,761
55006,59527,732
55006,110595,738
47905,58485,709
24791,11658,734
23348,914,768
23348,4007,765
23348,82551,764
23348,95479,922
23348,58509,742
23348,89573,739
93358,95479,757
93358,57023,819
93358,105409,762
93358,116445,886
93358,12517,746
93358,54305,920
93358,107223,711
401,30283,728
12811,90256,763
12811,116870,750
87020,36092,739
95705,176284,736
95705,160771,959
95705,6209,811
22606,143606,821
22606,108036,855
22606,27654,883
22606,9832,738
22606,55006,761
22606,91280,728
22606,156981,720
22606,55197,776
22606,37355,803
22606,70601,711
22606,59527,855
22606,88677,748
22606,110595,722
45647,10711,819
45647,21282,713
45647,171850,726
45647,166533,729
45647,43469,739
45647,164378,739
45647,32258,711
45647,12383,729
45647,92202,738
136776,73423,740
71712,169001,873
71712,102638,827
71712,89290,883
3052,24174,733
163790,11074,819
163790,17290,770
163790,154680,769
58703,138432,821
89163,181377,737
89163,142280,929
89163,37539,821
89163,125486,730
89163,52186,738
89163,94688,790
89163,80321,821
89163,75979,930
89163,55245,859
89163,154524,715
89163,116079,859
89163,6270,858
89163,42156,708
34492,155766,733
182545,145932,765
182545,91270,820
182545,182945,821
182545,111132,739
182545,106317,790
182545,144484,730
65547,49759,763
65547,161941,844
65547,45359,712
54915,11074,821
54915,17290,820
54915,154680,820
43599,153584,746
43599,174603,714
63066,5172,767
90864,84829,838
51804,134419,908
51804,43672,837
51804,103715,740
51804,120771,821
51804,95757,739
51804,90509,820
102907,36113,739
102907,175171,724
176148,106891,735
176148,127921,735
164150,99896,742
164150,74354,739
66342,166742,977
66342,123689,931
66342,5798,820
66342,120295,977
66342,9342,765
26442,122012,732
127068,156943,961
127068,159856,762
127068,7901,704
137709,137269,815
137709,29632,734
137709,161350,766
14800,71113,740
14800,126815,785
14800,33678,825
14800,156909,749
14800,157377,754
14800,156672,825
14800,30264,739
102300,16290,801
172442,58485,842
172442,47973,955
172442,41705,874
172442,134543,740
172442,141380,708
82949,58752,763
135715,161962,734
150027,78774,879
150027,133335,959
150027,86335,863
132399,68666,702
132399,93229,711
140194,41432,746
135157,173241,731
115654,91,821
16268,19202,758
16268,5273,736
16268,37505,741
16268,166435,886
16268,92150,931
16268,4143,722
16268,170909,783
16268,86545,743
23465,30480,883
23465,48736,740
23465,66438,848
23465,106820,776
23465,91850,912
23465,84322,804
23465,41607,916
23465,85784,750
23465,70424,774
23465,45892,767
23465,753,742
11110,87465,739
11110,113611,748
11110,78494,744
136526,12867,820
136526,182611,939
136526,117052,739
136526,136854,767
136526,162479,717
136526,145142,775
136526,1064,820
136526,2607,947
136526,83383,820
136526,107031,763
136526,56267,743
20462,4036,732
20462,48715,737
48731,42873,730
69754,26808,878
26341,46167,739
26341,87561,820
26341,52902,740
26341,154257,765
57622,83718,746
41967,107367,912
41967,132669,940
41967,180535,964
41967,65494,755
159856,171614,744
159856,127068,762
101884,37745,919
101884,181248,765
83495,110847,822
83495,73367,822
92150,37505,755
92150,166435,928
92150,16268,931
92150,86545,755
3532,113506,820
3532,88636,767
3532,57594,739
121010,49850,821
144753,71313,740
144753,35622,738
144753,132945,766
144753,10711,731
144753,145472,830
144753,119531,806
144753,99308,741
144753,177545,717
144753,30203,744
56944,90854,714
159721,9120,834
159721,135672,890
159721,182374,744
159721,140913,730
159721,77538,912
159721,176533,805
30912,55156,821
163205,27907,821
163205,50080,740
163205,111077,724
163205,20901,739
73743,172001,746
73743,144486,740
87561,46167,937
87561,37505,803
87561,26341,820
87561,140297,721
87561,4143,817
87561,86545,812
169466,93374,774
169466,19633,866
169466,91829,977
169466,32059,804
146416,107981,828
146416,88056,817
146416,70417,711
40703,163282,746
179762,133899,781
36223,92292,717
36223,81745,744
36223,246,822
36223,183774,822
36223,158451,822
36223,108614,762
36223,65647,771
36223,58699,936
36223,35271,737
36223,45306,734
36223,170448,821
25862,41288,832
25862,7031,767
25862,173226,767
25862,129390,739
156943,84771,918
156943,127068,961
170953,14669,912
170953,45700,732
44859,130619,748
44859,110562,929
102262,101211,786
11705,48739,768
11705,70913,898
11705,96951,849
126689,134419,742
126689,90509,742
177729,150052,765
177729,63997,749
90528,132631,759
103470,103715,701
45599,76405,870
45599,34967,717
45599,126061,712
45599,65037,843
45599,172280,844
94634,20698,862
50362,94458,746
50362,84434,767
50362,165732,740
50362,5147,731
166300,42146,734
178570,80377,762
80108,29470,822
46836,146271,765
75914,18863,731
140254,1895,887
125930,164790,753
115141,52788,843
115141,25662,756
126370,66736,749
126370,156908,766
35818,133237,765
32700,150711,896
32700,94268,722
32700,182782,904
32700,48782,773
32700,66629,740
32700,87075,757
32700,118322,700
32700,44044,808
32700,34963,764
32700,55228,819
32700,70505,787
32700,110288,813
32700,148308,891
32700,69964,754
32700,54390,742
15939,65720,821
15939,120120,747
44680,34892,738
19447,140076,763
129049,4952,742
129049,24856,736
67762,75510,741
14104,152947,765
14104,132748,740
14104,93117,820
14104,106609,769
14104,133961,744
14104,88535,739
14104,97464,746
14104,91498,765
14104,134276,739
118701,143916,767
70918,165637,820
70918,67223,749
70918,31436,722
70918,117320,742
144089,31087,739
43306,11658,740
12779,50486,770
135549,181478,819
183952,173145,742
184331,160714,811
897,115451,765
897,131623,765
36372,55731,729
3794,102561,748
3794,1167,747
3794,123696,740
3794,150291,740
3794,10468,821
3794,48877,724
3794,141314,741
23704,126110,897
23704,72060,709
3710,55850,920
73012,134414,765
1976,136657,715
1976,26636,819
1976,31533,819
31533,1976,819
166871,102002,746
12918,126284,765
182190,174108,704
39795,174484,764
5618,137827,760
28936,174213,747
174980,170881,820
71164,60853,876
71164,46311,857
79919,105325,754
45973,168810,784
127470,46434,871
127470,152095,808
87978,93352,820
87978,149654,740
99693,136632,752
99693,149800,874
109733,38800,740
119950,181996,712
119950,21145,842
119950,104010,847
139834,18507,848
176095,130453,768
98573,62939,767
98573,56975,711
98573,65300,720
98573,151327,964
98573,181063,794
98573,90144,907
98573,55215,859
98573,114158,838
98573,108715,872
98573,145576,857
98573,17659,984
98573,74443,979
98573,174334,848
98573,74634,759
31805,24536,901
31805,147872,744
31805,103845,885
31805,73981,959
567,79647,843
1864,115940,740
1864,166369,761
107302,26203,748
2932,20086,922
2932,157803,893
9187,104736,739
142339,105325,750
1068,164101,822
164101,1068,822
36103,7343,877
132534,145166,916
132534,38192,749
132534,171745,737
122012,26442,732
160600,355,931
160600,34138,783
160600,28151,762
76753,71338,977
76753,174357,739
76753,173829,821
76753,96551,821
76753,160620,896
76753,70725,955
76753,132337,745
76753,42077,916
76753,68898,874
76753,59735,762
76753,5512,740
10668,83117,901
10668,54863,765
10668,96129,962
10668,82258,963
178241,130612,709
79088,82567,765
79088,173775,766
79088,174139,820
79088,29167,724
80544,147757,712
80544,139428,736
80544,11434,738
134345,40052,822
30905,49008,773
30905,86327,711
30905,128622,844
30905,77208,743
30905,15332,715
78618,145168,920
78618,108812,717
78618,38310,900
78618,84320,828
78618,173716,793
78618,140928,900
78618,29514,954
78618,131285,776
78618,6589,823
78618,143706,957
78618,128352,919
78618,45912,922
40710,76144,880
64142,28873,971
66716,3190,729
41304,55834,730
166435,37505,918
166435,92150,928
166435,16268,886
166435,148534,740
166435,104628,819
166435,162824,716
166435,170909,721
166435,86545,918
166435,170317,883
43303,92313,803
43303,814,881
43303,140738,739
43303,26059,844
43303,117814,971
126436,31910,754
119674,21658,734
119674,39373,913
119674,126621,860
119674,18387,983
119674,68373,860
119674,137678,761
119674,173093,838
91431,72180,733
91431,94797,740
91431,87395,744
91431,26652,820
91431,14152,732
91431,183376,765
91431,70876,767
173530,157056,737
173530,154503,880
96129,38985,755
96129,5811,755
96129,60102,739
96129,83117,784
96129,166561,819
96129,161474,767
96129,127570,920
96129,164210,818
96129,54863,795
96129,10668,962
96129,82258,782
96129,101592,761
96129,89677,706
96129,184327,791
96129,1659,921
96129,174842,798
96129,90893,764
96129,108455,738
96129,3038,878
96129,39864,797
96129,9652,829
96129,90460,804
150601,157056,731
21782,17026,887
21782,135675,760
21782,74407,742
21782,117704,837
21782,176991,917
21782,63480,747
21782,24723,846
21782,135303,765
21782,109640,742
21782,86991,780
21782,83718,764
135675,21782,760
110271,39936,931
110271,28726,895
20189,161624,822
21777,107820,803
110470,41804,968
110470,70643,873
110470,30218,788
110470,16988,722
110470,57611,704
110470,140611,809
54746,163945,749
54746,150820,820
54746,158418,766
54746,178934,820
54746,77691,743
54746,139863,763
54746,147103,726
117771,33836,930
117771,55795,910
117771,113767,768
42562,142643,712
42562,31910,790
42562,169926,821
42562,145014,808
42562,4624,786
42562,14746,785
124963,111205,756
54863,94765,746
54863,83117,894
54863,96129,795
54863,10668,765
54863,179505,730
54863,120009,912
135672,58872,764
135672,9120,954
135672,173145,792
135672,159721,890
135672,91480,739
135672,37010,732
135672,22275,799
135672,46658,920
135672,166932,821
135672,111077,739
135672,42140,734
135672,157857,740
135672,77538,971
135672,152028,879
135672,20901,911
135672,162905,825
183408,19202,787
183408,55318,735
183408,17028,794
183408,1072,934
183408,148452,737
183408,173823,834
183408,124067,737
183408,134068,842
183408,150052,817
183408,37505,925
183408,33947,888
183408,162824,988
183408,170909,935
183408,176834,849
183408,32902,738
183408,108852,908
183408,32422,828
183408,180545,778
183408,154524,868
183408,86545,915
183408,113733,922
183408,49980,765
