cid1_model,cid2_model,textmining
2997,14139,739
84264,62357,742
84264,155614,835
84264,82554,724
84264,174496,747
84264,80173,740
84264,60081,742
88826,143286,941
88826,57944,750
88826,168373,776
88826,117457,721
88826,104631,825
88826,165349,770
88826,159762,919
88826,180332,846
88826,178395,829
88826,158626,771
88826,72719,851
88826,144470,932
88826,52988,864
88826,431,799
88826,56641,729
88826,76879,864
88826,36660,819
88826,61741,939
88826,96177,781
88826,154356,931
88826,21999,745
88826,6603,823
126811,168533,755
126811,68232,784
126811,54048,711
165405,183404,790
165405,149758,709
165405,180304,807
165405,113812,886
159803,143286,739
159803,69498,864
159803,167185,740
159803,62709,729
159803,76878,822
159803,34199,743
159803,68581,740
159803,62937,953
159803,178450,821
159803,68439,821
159803,5179,743
159803,154016,904
159803,128267,742
159803,10939,820
63169,169619,887
63169,179254,778
63169,172860,851
63169,158688,755
63169,32874,766
48534,99991,710
48534,34423,800
48534,150922,877
48534,120222,708
83470,80188,881
83470,34451,715
83470,176381,844
83470,123101,884
83470,23954,767
83470,126264,916
83470,78501,829
83470,18149,765
83470,21728,865
83470,106505,732
83470,96538,707
138627,65560,726
138627,154195,737
138627,12929,723
86987,128645,765
176429,88719,755
176429,71714,870
176429,138284,802
176429,17029,782
176429,104239,872
176429,162743,801
176429,132735,743
176429,32308,888
176429,176012,731
176429,29124,754
176429,147036,747
176429,15441,787
121682,111601,923
177054,6736,777
177054,114827,765
177054,26990,946
177054,20674,754
102718,62045,814
51948,80188,881
51948,169385,855
51948,123101,820
51948,79489,763
51948,52508,769
51948,32482,835
51948,113710,820
51948,106505,739
51948,90338,821
51948,148670,940
51948,136380,922
51948,41487,822
51948,91861,923
51948,4129,821
51948,176413,820
51948,16654,738
51948,33136,713
51948,143489,749
51948,30434,761
51948,36604,834
51948,158246,707
79619,12943,733
79619,84759,742
79619,154197,887
79619,58998,884
79619,39087,971
79619,119358,800
79619,128157,867
79619,89169,813
79619,157983,870
79619,20750,917
79619,68080,737
79619,44960,743
79619,184364,730
79619,11027,854
79619,12475,821
79619,3390,733
79619,135901,759
79619,56888,921
79619,110933,750
178395,88826,829
178395,144470,886
178395,23785,857
41474,63049,734
92621,33321,912
92621,27365,912
92621,40187,767
1977,142945,829
1977,101023,940
1977,12063,935
1977,51276,738
213,114641,842
74131,72719,760
74131,135862,745
74131,51201,822
74131,117883,822
74131,43280,741
74131,32486,821
33979,128551,721
33979,135862,766
33979,101506,747
33979,82789,824
33979,1601,757
33979,111299,887
33979,172855,852
12096,112967,744
12096,168266,956
12096,82789,811
49436,23872,733
49452,160177,827
49452,18017,729
49452,16883,753
49452,127576,828
49452,130005,817
49452,110303,842
49452,89631,776
61000,134467,760
61000,128551,783
61000,1163,862
61000,150300,827
61000,152733,741
61000,153359,905
61000,39087,854
61000,76639,716
61000,136258,938
61000,101825,749
61000,127790,755
61000,8477,769
61000,43817,778
61000,106419,820
61000,114641,976
61000,21093,733
61000,115401,715
61000,68080,812
61000,167451,809
61000,86254,722
61000,171084,824
61000,102220,716
61000,98616,777
61000,94417,741
61000,20363,770
61000,93839,915
61000,157124,741
61000,82824,873
61000,6603,868
61000,117041,839
136258,155649,786
136258,61000,938
136258,114641,785
136258,102220,892
136258,140499,739
136258,78622,711
159451,114776,843
159451,39789,714
159451,56553,819
159451,50389,715
159451,105617,713
159451,84521,773
159451,16879,752
159451,103656,712
52071,137311,766
52071,116901,719
52071,173333,740
52071,53486,723
52071,28591,764
49021,109513,744
49021,30096,763
49021,104446,811
100378,128044,767
178036,71023,936
178036,102391,931
178036,16897,786
178036,69498,721
178036,144491,789
178036,26694,905
178036,157459,737
178036,164671,929
178036,2666,993
178036,169785,729
178036,74355,851
178036,134718,964
178036,167979,988
178036,22717,776
178036,175921,762
178036,99991,759
178036,2895,756
178036,38968,724
178036,52938,751
178036,118667,744
178036,34423,857
178036,11182,720
178036,10775,822
178036,26471,796
178036,30699,838
178036,11418,883
178036,159762,720
178036,101023,783
178036,12063,926
178036,101712,832
178036,13047,824
178036,43826,765
178036,57021,740
178036,169338,940
178036,44663,890
178036,129574,821
178036,129443,743
178036,38570,746
178036,81197,932
178036,106214,797
178036,151148,921
178036,78022,724
178036,49232,980
178036,30453,725
178036,79476,987
178036,85350,895
178036,27637,833
178036,91837,993
178036,122733,968
178036,100906,884
178036,22530,773
178036,117857,991
178036,71413,988
178036,82197,831
178036,65258,716
178036,163200,818
178036,40670,770
178036,151312,781
178036,6746,710
178036,141165,755
178036,71362,725
178036,97426,952
178036,155416,785
178036,142405,837
178036,46651,703
178036,84792,883
178036,177926,830
178036,92127,902
178036,130141,716
178036,118618,783
178036,4148,889
178036,169723,972
178036,91925,720
178036,40307,734
178036,1452,924
178036,108777,892
178036,174610,803
178036,157735,728
178036,117557,734
178036,145972,939
178036,181758,725
178036,8694,841
178036,34487,895
178036,124393,706
178036,7108,914
178036,117799,835
178036,158237,828
178036,107193,956
178036,146595,991
178036,180609,768
178036,56241,954
178036,67390,846
178036,116559,891
84685,6067,807
84685,5895,719
84685,177788,722
84685,63791,939
84685,133784,847
84685,35052,786
84685,54466,752
159067,5786,970
159067,31346,769
159067,170442,828
159067,105513,972
27538,162144,870
27538,58134,842
27538,22069,769
27538,36988,740
27538,69862,970
27538,42750,821
27538,23188,745
27538,140602,815
47978,38570,821
47978,56636,707
47978,32607,853
47978,97795,774
47978,40882,842
47978,163756,747
176045,157459,796
176045,128171,940
176045,173952,869
176045,138284,791
176045,6002,700
176045,118267,940
176045,139497,939
176045,29829,792
176045,21352,723
176045,171553,867
176045,77149,941
176045,161806,939
176045,62834,769
176045,137228,919
176045,92876,810
176045,109081,924
176045,87729,810
176045,134242,898
176045,157804,919
176045,162940,717
176045,63952,726
176045,181826,740
71808,170771,792
71808,135567,976
7005,815,754
7005,91573,767
7005,149321,766
169537,128929,763
169537,90332,740
169537,25291,710
169537,164568,911
169537,64332,789
169537,81388,919
169537,170771,820
169537,136053,923
169537,144834,777
169537,124283,971
169537,71891,897
169537,61190,939
169537,138217,910
169537,132889,972
169537,8964,922
169537,105990,975
169537,98139,993
169537,145552,742
169537,65207,794
169537,157616,763
169537,131367,845
169537,175882,826
169537,143949,742
169537,163044,911
169537,178477,787
169537,96527,765
169537,69902,740
169537,109735,787
169537,159038,790
169537,22593,705
169537,6768,772
169537,72643,774
169537,179078,739
169537,14183,731
169537,37051,805
126760,28548,796
126760,142154,815
126760,33943,739
126760,37633,739
126760,59785,754
126760,166867,741
126760,128406,924
126760,120013,761
104239,88719,857
104239,17029,718
104239,176429,872
104239,161773,777
104239,132735,831
104239,117372,941
104239,29124,751
167846,183404,789
167846,149758,925
167846,124862,763
167846,36336,740
139497,128171,947
139497,38340,723
139497,173952,867
139497,5965,740
139497,23179,778
139497,138284,799
139497,6002,847
139497,118267,977
139497,176045,939
139497,29829,722
139497,171553,844
139497,132735,884
139497,165231,728
139497,34582,795
139497,77149,880
139497,161806,947
139497,143842,860
139497,62834,822
139497,47426,881
139497,101298,833
139497,137228,912
139497,92876,940
139497,109081,882
139497,87729,838
139497,31895,744
139497,134242,898
139497,157804,892
139497,64153,828
139497,87430,804
139497,26178,777
139497,37213,788
139497,162940,835
139497,91053,777
139497,54272,732
139497,100679,911
139497,95720,911
139497,131313,911
139497,142000,707
139497,18138,872
139497,65510,745
139497,86964,741
139497,60390,704
139497,75323,882
118267,128171,919
118267,173952,844
118267,139497,977
118267,176045,940
118267,102731,740
118267,171553,815
118267,165231,729
118267,77149,805
118267,161806,900
118267,62834,822
118267,47426,878
118267,101298,807
118267,137228,971
118267,92876,874
118267,109081,918
118267,87729,962
118267,134242,939
118267,163038,711
118267,104418,710
118267,157804,947
118267,64153,846
118267,87430,883
118267,26178,794
118267,182836,742
118267,103416,740
118267,37213,818
118267,139685,846
118267,24889,727
118267,142000,770
118267,18138,885
118267,71219,938
118267,75323,747
118267,146595,734
124335,16897,703
124335,123802,884
124335,62357,764
124335,159762,842
124335,90955,926
124335,13355,744
124335,119712,827
124335,116901,924
124335,163174,874
124335,139236,845
124335,174648,734
124335,67773,711
124335,119177,818
124335,145341,799
124335,27250,719
124335,105296,828
124335,173333,761
124335,143990,776
124335,14609,835
124335,70286,790
124335,114283,737
124335,135727,811
124335,20951,784
124335,138664,844
136675,64651,741
136675,72780,941
136675,171820,931
136675,55727,760
65073,38340,892
65073,11550,817
65073,5965,808
65073,138284,710
65073,30126,834
65073,137706,923
65073,90270,815
85499,139889,888
85499,58165,736
85499,131424,730
85499,89247,919
85499,52330,971
85499,69637,731
85499,146873,819
85499,102246,926
85499,132714,872
85499,140762,749
85499,102644,843
85499,163894,749
85499,26528,766
85499,92923,740
93628,88719,714
93628,6872,711
93628,177283,764
93628,17693,882
93628,132369,970
93628,69597,706
93628,109678,824
93628,120760,740
93628,48538,853
93628,62038,713
56903,64722,760
56903,114110,735
56493,46561,852
56493,18998,887
56493,169161,762
56493,117946,740
56493,132934,747
56493,53227,762
56493,49736,739
56493,79996,764
56493,129175,762
35409,149139,731
126639,125728,865
126639,69498,924
126639,134467,775
126639,167659,886
126639,131975,952
126639,98771,951
126639,143990,956
126639,168699,804
126639,98638,874
126639,38399,924
126639,157155,755
126639,16819,923
126639,26311,841
17029,88719,956
17029,138284,983
17029,104239,718
17029,176429,782
17029,162743,708
17029,132735,844
17029,162159,714
17029,27812,790
17029,63049,795
17029,84220,917
17029,11464,960
17029,92204,871
17029,139454,756
17029,119934,814
17029,90456,768
17029,50339,873
17029,160193,776
17029,170438,911
17029,110953,727
4456,68500,897
4456,107091,776
4456,74355,736
4456,22717,915
4456,29538,743
4456,93302,819
4456,150300,932
4456,159489,895
4456,59781,708
4456,131103,766
4456,115588,814
4456,161520,884
4456,161224,821
4456,43414,910
4456,143964,710
4456,61129,911
4456,136941,889
4456,29822,744
4456,160199,967
4456,31766,837
4456,84929,714
4456,160318,923
4456,104763,809
4456,113079,869
4456,111068,731
4456,141582,820
4456,26487,939
4456,18377,889
4456,123907,892
4456,175633,763
4456,68581,781
4456,6872,710
4456,57724,791
4456,27112,775
4456,77144,939
4456,180607,736
4456,54521,890
4456,16883,872
4456,65315,835
4456,51087,750
4456,22422,871
4456,90856,922
4456,80812,963
4456,84139,919
4456,122270,700
4456,10444,715
4456,148416,711
4456,35342,823
4456,46243,702
4456,110293,748
4456,33924,856
4456,133413,871
4456,1819,874
4456,119310,891
4456,27812,700
4456,3012,761
4456,113799,765
4456,133767,828
4456,88726,706
4456,181210,744
4456,84492,702
4456,52745,744
4456,115632,991
4456,1028,907
4456,176017,711
40151,13047,787
40151,129574,766
40151,49232,836
847,69566,937
847,133390,750
847,64340,858
164756,128187,736
164756,82570,856
164756,144491,769
164756,76149,766
164756,166905,798
164756,16615,727
164756,137314,939
164756,54785,785
164756,8146,795
164756,20710,845
164756,27915,850
175487,134060,792
175487,29140,954
175487,21257,939
175487,36373,923
175487,12012,780
175487,173333,770
175487,127702,729
175487,8621,885
175487,125468,937
175487,89006,746
175487,96822,810
175487,153137,740
175487,105111,810
175487,67497,971
175487,37059,731
126264,50470,716
126264,131728,902
126264,161224,754
126264,96582,779
126264,30948,927
126264,83470,916
126264,27112,851
126264,18149,983
126264,159252,756
126264,89160,763
126264,145341,814
126264,54521,749
126264,16883,785
126264,80226,866
126264,143823,759
126264,143990,766
126264,172595,755
126264,151665,801
126264,144187,743
126264,23507,737
126264,110,848
104763,162348,876
104763,75399,768
104763,74355,987
104763,22717,765
104763,32739,869
104763,174612,946
104763,118667,940
104763,147449,864
104763,50470,794
104763,166980,732
104763,124232,795
104763,99411,794
104763,114469,892
104763,22041,971
104763,41239,731
104763,128737,940
104763,161224,877
104763,136941,767
104763,57529,839
104763,84929,988
104763,153460,731
104763,76232,854
104763,4456,809
104763,107593,840
104763,93061,707
104763,33670,892
104763,103524,861
104763,121,773
104763,175633,937
104763,147148,859
104763,156758,794
104763,57724,719
104763,27112,703
104763,173098,702
104763,129859,773
104763,18017,793
104763,26510,980
104763,171406,879
104763,16883,946
104763,80226,758
104763,39477,806
104763,160002,949
104763,124136,754
104763,144014,879
104763,80812,794
104763,173299,734
104763,74386,770
104763,160035,829
104763,20831,835
104763,112254,808
104763,7445,921
104763,174998,711
104763,46243,758
104763,167216,857
104763,5097,723
104763,82408,701
104763,172595,937
104763,179352,705
104763,150993,754
104763,18232,700
104763,140756,854
104763,88741,837
104763,20816,806
104763,16506,703
104763,151640,857
104763,22262,742
104763,146066,727
104763,78559,745
153180,167064,809
153180,168498,762
153180,114359,758
14252,128551,749
14252,162573,707
14252,157027,707
14252,6746,750
14252,81003,709
14252,118618,748
14252,73735,701
136481,167064,792
136481,153975,745
70571,44663,767
70571,49232,820
70571,115822,775
70571,27637,820
70571,91837,717
70571,133870,947
70571,91925,939
70571,14506,742
70571,177801,820
70571,183204,763
160318,31766,767
160318,4456,923
160318,90856,822
160318,10444,747
160318,110293,821
160318,115632,771
170745,30412,733
76232,162348,874
76232,74355,854
76232,118667,955
76232,59781,924
76232,171461,722
76232,136941,739
76232,135706,812
76232,108126,971
76232,18669,795
76232,84929,944
76232,167954,720
76232,104763,854
76232,25867,818
76232,103524,969
76232,167950,850
76232,121,700
76232,175633,813
76232,53061,737
76232,57724,969
76232,40242,847
76232,129859,798
76232,26510,780
76232,85764,875
76232,144743,767
76232,39477,808
76232,11177,850
76232,160002,805
76232,124136,928
76232,61533,702
76232,68080,702
76232,88288,824
76232,112254,756
76232,9272,920
76232,166515,868
76232,30446,782
76232,80000,808
76232,55241,782
76232,177305,723
76232,40120,769
76232,109601,877
76232,140756,702
76232,75094,924
76232,116063,765
76232,6028,735
76232,151640,786
97491,97084,722
47744,11278,740
95715,66800,883
54474,129131,748
54474,21550,959
54474,164671,739
54474,22717,704
54474,175921,739
54474,38968,771
54474,11182,739
54474,101875,742
54474,36829,739
54474,157027,820
54474,166878,741
54474,121101,820
54474,72625,964
54474,154459,816
54474,13487,820
54474,156064,768
54474,70425,971
54474,97516,724
54474,28356,817
54474,31887,749
54474,148807,745
54474,43830,744
54474,21135,746
934,34777,816
934,146123,880
934,32646,702
6002,23179,748
6002,60811,822
6002,139497,847
6002,176045,700
6002,13946,891
6002,132735,761
6002,181884,725
6002,119725,785
6002,34582,746
6002,157301,765
6002,109543,732
6002,163238,831
6002,110690,743
6002,162940,864
6002,20167,731
6002,54272,821
6002,154120,747
6002,127361,792
27422,404,703
158710,82061,711
153460,82570,765
153460,144491,913
153460,164671,710
153460,74355,741
153460,76149,794
153460,174612,721
153460,92852,855
153460,79436,917
153460,57636,819
153460,17178,977
153460,92301,977
153460,121061,710
153460,84929,876
153460,130132,923
153460,104763,731
153460,16615,885
153460,147148,840
153460,69327,838
153460,16883,807
153460,47324,909
153460,17903,768
153460,10565,784
153460,167421,940
153460,168094,938
153460,1707,912
153460,119886,789
153460,166934,972
153460,127811,930
153460,158343,868
153460,32692,933
153460,28081,715
153460,73082,760
153460,182768,766
153460,114608,882
153460,43077,714
153460,49394,792
153460,72913,911
130132,92301,766
130132,153460,923
130132,28121,732
130132,10565,935
130132,167421,810
130132,58428,821
130132,127811,795
130132,54151,763
130132,121293,817
160466,134009,823
160466,101825,706
160466,171530,816
160466,106039,821
160466,63029,797
160466,71478,708
12691,67986,718
12691,99991,828
12691,34423,887
12691,38169,954
12691,107562,885
12691,70409,764
12691,41568,727
12691,25927,790
12691,109765,785
12691,73353,843
12691,145806,788
12691,139474,807
12691,52576,779
12691,73070,874
12691,97898,818
12691,48613,793
12691,169461,933
12691,107317,703
38169,148829,753
38169,108595,712
38169,12691,954
38169,125071,735
38169,165254,723
38169,41568,923
38169,25927,805
38169,73112,716
38169,145806,888
38169,169461,923
147417,144491,771
147417,160253,931
147417,165605,708
147417,121659,806
147417,107828,717
147417,33214,729
3369,40062,739
3369,108302,763
1067,44932,821
1067,135580,947
1067,96887,958
1067,13850,761
30948,1163,739
30948,144349,739
30948,161224,762
30948,139751,792
30948,166810,860
30948,126264,927
30948,18149,733
30948,159252,965
30948,145341,985
30948,33937,786
30948,11177,711
30948,49380,796
30948,143823,762
30948,115401,859
30948,94617,735
30948,182770,795
30948,42296,788
30948,55041,879
30948,23507,890
30948,72426,890
30948,80574,806
30948,65866,712
30948,110,744
127291,49106,911
127291,162573,983
127291,163006,888
127291,7453,790
127291,161985,799
127291,81411,782
127291,39087,779
127291,44268,726
127291,78925,889
127291,78176,876
127291,144055,725
127291,36377,959
127291,124353,735
127291,131681,745
127291,59541,865
127291,83821,814
127291,88352,947
127291,130682,894
127291,42427,731
127291,60111,766
127291,47998,711
127291,33500,828
127291,24987,738
127291,63016,911
127291,107490,743
127291,29426,888
127291,50389,884
127291,28716,740
127291,70276,829
97727,122,718
166810,25459,705
166810,59127,853
166810,30948,860
166810,12540,735
166810,182976,755
166810,145341,800
166810,143823,773
166810,85214,820
166810,75604,835
166810,136027,866
166810,31656,881
166810,66972,720
166810,104036,827
166810,15242,778
166810,1147,764
166810,114444,922
166810,82806,718
166810,120353,931
166810,179366,888
166810,47452,845
166810,143645,924
166810,10756,745
166810,71960,880
166810,42972,800
166810,152809,883
166810,117499,717
166810,106289,711
115013,129131,781
115013,175921,771
115013,38968,722
115013,11182,766
115013,101875,738
115013,157027,739
115013,166878,735
115013,121101,768
115013,154459,736
115013,130141,803
31596,54980,738
31596,161224,916
31596,39087,788
31596,160928,947
31596,33569,768
31596,109667,962
31596,132369,700
31596,174219,805
31596,69597,841
31596,1685,755
31596,90113,888
31596,145030,740
31596,27774,789
93071,18938,855
93071,33568,709
93071,46369,714
43826,122385,841
43826,178036,765
43826,104491,744
43826,49232,815
43826,79476,720
43826,91837,770
43826,12837,924
43826,121647,923
43826,183474,820
43826,180415,861
43826,105333,741
43826,146595,843
151387,90808,741
151387,62702,741
151387,138439,739
15158,31659,869
15158,46961,762
5073,174631,887
5073,151025,710
5073,127884,751
83396,125385,882
83396,25291,772
83396,132889,867
83396,89069,848
83396,178477,920
83396,14183,923
83396,145450,796
83396,64050,733
27011,159879,735
27011,5404,735
27011,140361,897
27011,93641,955
27011,117317,901
27011,134580,820
147923,51767,785
147923,134627,856
147923,36138,871
147923,156519,821
147923,70477,869
108002,18145,781
108002,162097,848
108002,102655,759
99939,150953,761
99939,52969,744
99939,112354,915
99939,5613,749
99939,56533,885
99939,20126,766
99939,119819,944
109371,23872,742
8247,69814,752
8247,108460,754
8247,24207,754
8247,150041,754
8247,15023,710
8247,48514,741
8247,128894,750
8247,100862,739
8247,109334,729
3632,129635,711
96324,55867,744
96324,159194,912
96324,72294,835
96324,108140,819
96324,71154,844
96324,32662,738
96324,141394,755
96324,44339,721
96324,130682,709
96324,23872,823
84246,30896,742
127505,93675,934
124960,93675,921
124960,147398,753
13047,71023,785
13047,2666,715
13047,64839,710
13047,37133,729
13047,135476,741
13047,40151,787
13047,178036,824
13047,44663,742
13047,129574,819
13047,49232,789
13047,48814,738
13047,71413,861
13047,71285,860
13047,130997,777
13047,91925,741
13047,183204,739
13047,170839,778
13047,162842,741
13047,94202,740
13047,146595,880
148083,91173,851
148083,80188,778
148083,176381,791
148083,23954,746
148083,25867,702
148083,78501,740
148083,3498,730
148083,111749,744
148083,35771,820
148083,85764,762
148083,21728,787
148083,68080,810
148083,145767,733
148083,79877,770
148083,153273,736
148083,37837,716
60811,138284,871
60811,6002,822
60811,13946,770
60811,132735,799
60811,31361,719
60811,34582,895
60811,157301,723
60811,163238,887
60811,162940,862
60811,54272,953
60811,34110,769
60811,162254,758
60811,120101,718
60811,88439,718
60811,76423,710
91255,41760,724
47752,174101,781
47752,92498,747
47752,122949,969
47752,49268,890
47752,177537,877
47752,70721,895
47752,6223,752
47752,82133,913
76639,69498,765
76639,164671,729
76639,169785,898
76639,34423,813
76639,162573,776
76639,150300,720
76639,62486,786
76639,70846,976
76639,25742,907
76639,39087,894
76639,27966,711
76639,159194,726
76639,44268,964
76639,61000,716
76639,139613,727
76639,78925,732
76639,156984,883
76639,161914,750
76639,179503,720
76639,117760,732
76639,3738,810
76639,144055,920
76639,97090,915
76639,25817,742
76639,92036,973
76639,5365,919
76639,131681,731
76639,161650,907
76639,88251,970
76639,69216,969
76639,36176,998
76639,96909,787
76639,130682,733
76639,182933,728
76639,87605,771
76639,85850,918
76639,90070,864
76639,20291,882
76639,24987,890
76639,54215,772
76639,160641,778
76639,125632,834
76639,8867,756
76639,42972,718
76639,7153,805
76639,82895,836
76639,67059,940
44268,72240,707
44268,169785,778
44268,49106,784
44268,87107,708
44268,162573,966
44268,7453,842
44268,26704,768
44268,67715,808
44268,70846,946
44268,25742,991
44268,64596,922
44268,27966,918
44268,96611,924
44268,76639,964
44268,127291,726
44268,62591,930
44268,78925,947
44268,156984,978
44268,54983,939
44268,158340,790
44268,169811,947
44268,105903,716
44268,80583,761
44268,15865,882
44268,174503,947
44268,144055,964
44268,97090,945
44268,36377,821
44268,92036,939
44268,5365,705
44268,18328,911
44268,131681,934
44268,161650,869
44268,88251,972
44268,136113,953
44268,36176,763
44268,117857,840
44268,97929,767
44268,62921,912
44268,83821,774
44268,64523,819
44268,88352,940
44268,163935,803
44268,117313,770
44268,130682,795
44268,102123,744
44268,4317,925
44268,4719,726
44268,147033,724
44268,89494,722
44268,156361,791
44268,71282,737
44268,60928,913
44268,23785,737
44268,8261,939
44268,76046,890
44268,33854,844
44268,42682,827
44268,132971,895
44268,53077,775
44268,72471,821
44268,78622,715
44268,28716,723
44268,100674,798
44268,138216,764
44268,49013,742
12326,77507,731
112909,162224,740
112909,163994,812
30765,93777,730
143779,160379,837
106213,146206,858
16838,129131,703
16838,13717,734
16838,52040,723
16838,99991,757
16838,718,746
16838,38968,771
16838,135791,737
16838,16218,704
16838,98796,778
16838,7453,974
16838,53045,830
16838,36829,732
16838,85350,705
16838,128804,729
16838,157572,931
16838,157027,725
16838,121101,724
16838,109361,793
16838,140099,848
16838,139417,815
16838,43830,726
16838,26069,734
11309,59781,787
11309,162053,799
11309,18494,915
11309,147105,802
10547,104524,746
28648,8727,766
28648,59295,761
43416,176187,794
43416,798,711
43416,124124,730
43416,177034,768
43416,75863,809
43416,7009,878
43416,23352,881
43416,171095,837
43416,162144,920
43416,88354,849
43416,135791,740
43416,148803,762
43416,115333,991
43416,46138,712
43416,34423,836
43416,3839,731
43416,64594,781
43416,112148,760
43416,115291,949
43416,151421,828
43416,1298,762
43416,10765,967
43416,148294,947
43416,107562,861
43416,99592,957
43416,163038,792
43416,54252,782
43416,134562,830
43416,71526,875
43416,137315,844
43416,28732,732
43416,124211,710
43416,117763,972
43416,77014,994
43416,161177,711
43416,34818,945
43416,42724,733
43416,9916,703
43416,47009,847
122015,146533,742
122015,41427,728
122015,60630,854
122015,44026,857
122015,144006,971
134308,39725,961
38534,107564,733
107564,38534,733
107564,39725,764
107564,68198,734
147400,41977,752
147400,29291,884
147400,166892,917
147400,51808,840
147400,76559,763
147400,70305,890
147400,156805,767
76732,80188,912
76732,69618,844
76732,165349,834
76732,35625,740
76732,143165,834
76732,68581,708
76732,119718,841
76732,119641,868
76732,182933,845
76732,110608,742
76732,44640,912
76732,114761,917
76732,162494,916
49043,5196,788
49043,148829,709
49043,175921,755
49043,159823,722
49043,160524,740
49043,22221,730
45432,124588,822
45432,108659,762
45432,108072,743
124588,45432,822
124588,108072,822
142213,27513,767
167954,74355,813
167954,63684,899
167954,118667,953
167954,166795,742
167954,57734,820
167954,18669,954
167954,76232,720
167954,62554,796
167954,68581,716
167954,34529,766
167954,3498,706
167954,35771,731
167954,34644,818
167954,156381,747
167954,162224,849
167954,61533,924
167954,68080,874
167954,61950,769
167954,72366,743
167954,43327,745
167954,124180,767
167954,121212,798
167954,47119,713
167954,97443,822
167954,82252,787
167954,95372,743
167954,151640,814
85833,94656,809
85833,81197,820
85833,5007,875
85833,168231,700
85833,105892,844
85833,146252,763
85833,150983,718
85833,84208,908
85833,32464,790
82397,103439,820
78586,155405,817
78586,90222,714
78586,116984,713
78586,148349,876
78586,147069,723
78586,61709,744
125937,87605,842
125937,101041,844
16356,164671,737
16356,139179,815
16356,77320,711
16356,142941,877
16356,121343,738
16356,77593,801
16356,138240,740
16356,43587,750
99014,55976,739
159194,55254,730
159194,162573,740
159194,7453,741
159194,39087,832
159194,17429,966
159194,76639,726
159194,96324,912
159194,117856,763
159194,144055,708
159194,72294,886
159194,131681,955
159194,71154,839
159194,103830,764
159194,50184,711
159194,96536,799
159194,88352,862
159194,109361,713
159194,130682,986
159194,61553,808
159194,80604,738
159194,112133,725
159194,115275,889
159194,124554,838
159194,164398,821
159194,31468,740
159194,130566,818
159194,110953,756
159194,23872,760
159194,112796,725
17429,159194,966
17429,22899,751
160535,156148,739
84929,68500,802
84929,168284,736
84929,162348,850
84929,75399,758
84929,74355,993
84929,22717,941
84929,32739,708
84929,63684,707
84929,174612,976
84929,118667,953
84929,16218,875
84929,147449,740
84929,50470,703
84929,94063,722
84929,124232,773
84929,22041,955
84929,128737,857
84929,131103,755
84929,563,897
84929,162279,827
84929,133285,933
84929,161224,834
84929,104402,947
84929,153460,876
84929,76232,944
84929,104763,988
84929,4456,714
84929,92597,865
84929,103524,898
84929,121,915
84929,77123,735
84929,175633,858
84929,147148,987
84929,81197,747
84929,68581,704
84929,6872,807
84929,57724,798
84929,27112,724
84929,67411,711
84929,129859,885
84929,18017,976
84929,26510,964
84929,171406,923
84929,16883,989
84929,80226,739
84929,34644,776
84929,100596,887
84929,39477,780
84929,160002,709
84929,124136,758
84929,177283,804
84929,160035,822
84929,20831,799
84929,112254,810
84929,7445,814
84929,9272,789
84929,40670,855
84929,172595,924
84929,67460,703
84929,78062,762
84929,150993,762
84929,171668,703
84929,116926,776
84929,159273,896
84929,80892,755
84929,1092,912
84929,121036,892
84929,16506,826
84929,20845,789
84929,151640,854
84929,42346,735
84929,181182,799
84929,78559,947
84929,75119,918
104402,22717,818
104402,563,872
104402,84929,947
104402,80892,848
104402,1092,922
104402,20845,828
104402,121231,877
104402,70968,748
104402,78559,947
104402,75119,830
104402,12859,916
131744,50470,894
131744,153038,740
131744,90077,822
131744,77507,722
131744,94310,832
131744,115588,872
131744,156574,776
131744,177537,939
131744,176044,704
131744,80226,805
131744,178017,708
131744,125488,833
131744,3012,739
131744,23514,739
131744,142781,737
131744,106790,770
131744,153745,790
131744,72821,748
127944,57529,913
57529,74355,963
57529,50470,830
57529,41239,701
57529,143784,821
57529,128737,814
57529,43414,700
57529,136941,912
57529,135706,787
57529,127944,913
57529,104763,839
57529,113079,716
57529,165605,887
57529,103524,761
57529,175633,988
57529,57724,794
57529,150864,942
57529,80226,729
57529,181032,989
57529,49380,795
57529,83933,919
57529,160035,701
57529,183808,980
57529,113890,741
57529,7445,761
57529,80045,780
57529,133447,826
57529,5097,832
57529,47325,845
57529,180356,746
57529,172595,833
57529,161592,769
57529,102338,738
57529,74197,762
57529,6427,887
57529,163236,792
57529,177305,759
57529,59038,740
57529,169120,836
57529,39067,884
57529,34284,924
57529,48973,919
57529,131088,727
57529,118887,747
57529,152074,827
57529,149400,730
74264,81280,748
142154,28548,740
142154,21481,886
142154,151472,883
142154,101875,793
142154,126760,815
142154,59785,737
142154,166867,891
142154,128406,742
153500,4237,733
153500,174715,893
153500,7925,873
153500,138890,828
153500,170771,700
153500,24154,764
153500,113041,819
153500,48178,947
153500,167500,841
153500,113623,737
153500,78458,879
153500,110071,831
29958,47530,733
31766,159489,810
31766,161520,768
31766,160318,767
31766,4456,837
31766,77144,881
31766,90856,712
156065,16897,819
156065,91837,764
156065,76062,733
180332,125728,787
180332,177841,724
180332,168373,911
180332,159762,979
180332,77320,765
180332,43455,820
180332,88826,846
180332,145341,730
180332,27250,874
180332,50870,730
180332,17865,734
180332,431,974
180332,131071,820
180332,181295,714
180332,157656,729
